event_id,user_id,placing,army_id,army_name
lgsUx8LcDT,bVM0GNee98,1,7MZmTkjtvN,Veteran Guardsmen
lgsUx8LcDT,xd6i3me0n1,2,3F19iI0Bt3,Death Guard
lgsUx8LcDT,kY6scOpXMZ,3,EWadqM6wl8,Heretic Astartes
lgsUx8LcDT,guS5zYyVkF,4,3F19iI0Bt3,Death Guard
lgsUx8LcDT,FcO58qVVJv,5,N2uSbuLvN0,Space Marine
lgsUx8LcDT,2Pw6vu6vTN,6,7MZmTkjtvN,Veteran Guardsmen
lgsUx8LcDT,cPC7gy3UOA,7,7MZmTkjtvN,Veteran Guardsmen
lgsUx8LcDT,gm1Op50Ewa,8,TQG24C1NEf,Talons of the Emperor
lgsUx8LcDT,vS2D35e1Fp,9,oEohwy67E8,T'au Empire
lgsUx8LcDT,Dtm70IU3Eq,10,VDpRBmwJeg,Craftworld
UmEUkuG9Ng,QkBrNo68uZ,1,nEQNnAfnWE,Adepta Sororitas
UmEUkuG9Ng,v95A3i35o7,2,CRhCbDdZmd,Commorite
UmEUkuG9Ng,9IGmBj1InD,3,GEoM3iLOFN,Harlequins
UmEUkuG9Ng,4mgnws1BG8,4,oIGBgz0rWT,Ork Kommandos
UmEUkuG9Ng,kAYptm2GZC,5,3F19iI0Bt3,Death Guard
UmEUkuG9Ng,p4abT3oEPh,6,7MZmTkjtvN,Veteran Guardsmen
UmEUkuG9Ng,gSIj6jCXzF,7,7MZmTkjtvN,Veteran Guardsmen
UmEUkuG9Ng,dAfGssdKYz,8,7MZmTkjtvN,Veteran Guardsmen
UmEUkuG9Ng,a1Hwnspxwb,9,g33HjqCsH4,Warp Coven
UmEUkuG9Ng,iTH61hr9wg,10,oEohwy67E8,T'au Empire
u0GkR3PqDO,rbymi0zYKA,1,g33HjqCsH4,Warp Coven
u0GkR3PqDO,4vhcGcHGDc,2,iZGEmAny5r,Novitiates
u0GkR3PqDO,NEF3L5CRB9,3,YHDcQGGxCo,Imperial Guard
u0GkR3PqDO,bh2EtNanBv,4,7MZmTkjtvN,Veteran Guardsmen
u0GkR3PqDO,8pqsISZOhf,5,oIGBgz0rWT,Ork Kommandos
u0GkR3PqDO,RjlaQggGr1,6,iZGEmAny5r,Novitiates
u0GkR3PqDO,680LQ5MngK,7,CRhCbDdZmd,Commorite
u0GkR3PqDO,QOin956sj5,8,7MZmTkjtvN,Veteran Guardsmen
u0GkR3PqDO,v98VE01hcS,9,N2uSbuLvN0,Space Marine
u0GkR3PqDO,J93UYJ46T2,10,TQG24C1NEf,Talons of the Emperor
u0GkR3PqDO,CkN4GQfA8H,11,EWadqM6wl8,Heretic Astartes
u0GkR3PqDO,LNzQ2IC5ja,12,VNPKVFKkJx,Traitor Space Marine
u0GkR3PqDO,GcJlQA2ktQ,13,L89u8ltWQG,Drukhari
u0GkR3PqDO,J16XXwSAUN,14,7MZmTkjtvN,Veteran Guardsmen
u0GkR3PqDO,ok4Atj3SzC,15,Zwe3DsZjl9,Tomb World
u0GkR3PqDO,GDFIoGudXl,16,5hyGpBvAJL,Cadre Mercenary
ZMHaGCX9hB,NxwcZXN0N1,1,fTE474J3kv,Brood Coven
ZMHaGCX9hB,6vgUl9VNby,2,nEQNnAfnWE,Adepta Sororitas
ZMHaGCX9hB,p76wS2KXUJ,3,oIGBgz0rWT,Ork Kommandos
ZMHaGCX9hB,HCXFvriHeA,4,pAKAeIH3Ay,Greenskin
ZMHaGCX9hB,VzXcSmQhJ5,5,Q2QerOGPJE,Grey Knights
ZMHaGCX9hB,oqR4qLL9Ja,6,Zwe3DsZjl9,Tomb World
V9EAX5zfo0,XQWqAGgDQt,1,L89u8ltWQG,Drukhari
V9EAX5zfo0,puCdlgYIoQ,2,3F19iI0Bt3,Death Guard
V9EAX5zfo0,U44EDGJQ98,3,EWadqM6wl8,Heretic Astartes
V9EAX5zfo0,b8GKfPHK2T,4,ZtYQzUFC68,Adeptus Mechanicus
V9EAX5zfo0,IbGFN1pBgK,5,oIGBgz0rWT,Ork Kommandos
V9EAX5zfo0,jthmiDhIG8,6,7MZmTkjtvN,Veteran Guardsmen
V9EAX5zfo0,mYb5o8vi2x,7,VNPKVFKkJx,Traitor Space Marine
V9EAX5zfo0,59Vlve4XBj,8,4yp7iaApBV,Necrons
V9EAX5zfo0,qQWasSToR3,9,L89u8ltWQG,Drukhari
V9EAX5zfo0,tpY05Vwl8d,10,oIGBgz0rWT,Ork Kommandos
V9EAX5zfo0,h0BnjbdKeJ,11,dtN8qEq6BG,Hive Fleet
V9EAX5zfo0,78xKeaJeDq,12,pAKAeIH3Ay,Greenskin
V9EAX5zfo0,fgNIFo5cDH,13,KW8kBVQRzg,Intercession Squad
V9EAX5zfo0,G1XFgSxK6U,14,BVZmx8Bp1S,Tyranids
rHmHDC7VjX,Fyedb9tvit,1,YHDcQGGxCo,Imperial Guard
rHmHDC7VjX,4DMD2WJUBU,2,dtN8qEq6BG,Hive Fleet
rHmHDC7VjX,80JMMADKA9,3,CRhCbDdZmd,Commorite
rHmHDC7VjX,sqZiqv9wDW,4,YHDcQGGxCo,Imperial Guard
rHmHDC7VjX,BsSqpVRkMq,5,3sgr7td6cc,Daemons
rHmHDC7VjX,J6KXDDRDYB,6,dtN8qEq6BG,Hive Fleet
rHmHDC7VjX,ISYf8u4qCh,7,HQwaKYxl4M,Ecclesiarchy
rHmHDC7VjX,Sjhb2yH8y1,8,pAKAeIH3Ay,Greenskin
rHmHDC7VjX,HKniGzQD7g,9,CRhCbDdZmd,Commorite
rHmHDC7VjX,6icKLEBsVk,10,5hyGpBvAJL,Cadre Mercenary
rHmHDC7VjX,0NREHVu9p7,11,VDpRBmwJeg,Craftworld
rHmHDC7VjX,9HGX9UKVt9,12,Zwe3DsZjl9,Tomb World
rHmHDC7VjX,0PdqcaOArq,13,VNPKVFKkJx,Traitor Space Marine
rHmHDC7VjX,w7IMyOiUBG,14,dtN8qEq6BG,Hive Fleet
rHmHDC7VjX,tIJPntpw09,15,N2uSbuLvN0,Space Marine
rHmHDC7VjX,OcluNW0oCT,16,VNPKVFKkJx,Traitor Space Marine
rHmHDC7VjX,NaMA4kQGDr,17,Q2QerOGPJE,Grey Knights
rHmHDC7VjX,B2AK93JFVF,18,N2uSbuLvN0,Space Marine
rHmHDC7VjX,cr3uDszxYH,19,pAKAeIH3Ay,Greenskin
rHmHDC7VjX,ENtBNZUCQf,20,fTE474J3kv,Brood Coven
rHmHDC7VjX,FrpnoMBgXH,21,3F19iI0Bt3,Death Guard
rHmHDC7VjX,FAPKVALRTK,22,Q2QerOGPJE,Grey Knights
HTQPJAEYMv,1euZuTssll,1,7MZmTkjtvN,Veteran Guardsmen
HTQPJAEYMv,UpDkdjeEeg,2,YHDcQGGxCo,Imperial Guard
HTQPJAEYMv,AwqT80uGcU,3,dtN8qEq6BG,Hive Fleet
HTQPJAEYMv,Xd56Bk7FZk,4,oIGBgz0rWT,Ork Kommandos
HTQPJAEYMv,AxUoanyRR2,5,N2uSbuLvN0,Space Marine
HTQPJAEYMv,NskT2hEBSB,6,VNPKVFKkJx,Traitor Space Marine
HTQPJAEYMv,yXJz9Ud0a2,7,YHDcQGGxCo,Imperial Guard
HTQPJAEYMv,rSNCCbn6Kj,8,dtN8qEq6BG,Hive Fleet
HTQPJAEYMv,F3bl9EL3bd,9,Q2QerOGPJE,Grey Knights
HTQPJAEYMv,HjY3pzqaBI,10,GLnXqLn8WO,Troupe
AA7lMIul3G,YAMP3F5WYD,1,7MZmTkjtvN,Veteran Guardsmen
AA7lMIul3G,0RStqEkvCq,2,YHDcQGGxCo,Imperial Guard
AA7lMIul3G,u07K925g77,3,GLnXqLn8WO,Troupe
AA7lMIul3G,9HCrE37s8D,4,3F19iI0Bt3,Death Guard
AA7lMIul3G,w4JtiCGb6k,5,Q2QerOGPJE,Grey Knights
AA7lMIul3G,YJXAuL52Qk,6,EWadqM6wl8,Heretic Astartes
AA7lMIul3G,VEJUvv1S8q,7,LT7h2egMXA,Pathfinders
AA7lMIul3G,u5wPrLurFy,8,Zwe3DsZjl9,Tomb World
AA7lMIul3G,4CGgsXjG6Q,9,3sgr7td6cc,Daemons
AA7lMIul3G,l0GiNkzA17,10,dtN8qEq6BG,Hive Fleet
h16P1eSTCh,CyHovVHtfC,1,7MZmTkjtvN,Veteran Guardsmen
h16P1eSTCh,DQY2KB8RRA,2,g33HjqCsH4,Warp Coven
h16P1eSTCh,AOcMQOD4lT,3,iZGEmAny5r,Novitiates
h16P1eSTCh,unntFcsK6m,4,GLnXqLn8WO,Troupe
h16P1eSTCh,6J9xQW4Hpy,5,BVZmx8Bp1S,Tyranids
h16P1eSTCh,RWDyDV1iFT,6,EWadqM6wl8,Heretic Astartes
h16P1eSTCh,Wzmv8ZtPlj,7,GLnXqLn8WO,Troupe
h16P1eSTCh,JqREafa1H5,8,pAKAeIH3Ay,Greenskin
h16P1eSTCh,U9jzsEDdVs,9,oIGBgz0rWT,Ork Kommandos
EbmTiUFUUi,uGt2lhG5qI,1,CRhCbDdZmd,Commorite
EbmTiUFUUi,98Qr5f1Zss,2,oIGBgz0rWT,Ork Kommandos
EbmTiUFUUi,NxwcZXN0N1,3,fTE474J3kv,Brood Coven
EbmTiUFUUi,X0Fl91zg6W,4,oIGBgz0rWT,Ork Kommandos
EbmTiUFUUi,p76wS2KXUJ,5,oIGBgz0rWT,Ork Kommandos
EbmTiUFUUi,oqR4qLL9Ja,6,Zwe3DsZjl9,Tomb World
EbmTiUFUUi,ekuEAPN8rp,7,Q2QerOGPJE,Grey Knights
EbmTiUFUUi,DaW7iDuh2D,8,pAKAeIH3Ay,Greenskin
EbmTiUFUUi,EB0VAC0DG6,9,,
C2OPlKUH6y,f1bIvSkmwF,1,iZGEmAny5r,Novitiates
C2OPlKUH6y,Q6N2ND56KA,2,oIGBgz0rWT,Ork Kommandos
C2OPlKUH6y,J6LLJPMCB2,3,Zwe3DsZjl9,Tomb World
C2OPlKUH6y,kRqURvCOvZ,4,GLnXqLn8WO,Troupe
C2OPlKUH6y,xDGjXXwngh,5,TQG24C1NEf,Talons of the Emperor
C2OPlKUH6y,bLbeuiZxy6,6,VNPKVFKkJx,Traitor Space Marine
C2OPlKUH6y,rjSzpy64dl,7,GLnXqLn8WO,Troupe
C2OPlKUH6y,wvDXxXbHMB,8,g33HjqCsH4,Warp Coven
C2OPlKUH6y,0iQE00GwZM,9,iZGEmAny5r,Novitiates
C2OPlKUH6y,rvHGwOQUCO,10,HQwaKYxl4M,Ecclesiarchy
C2OPlKUH6y,hY0Auty461,11,atAe92X7gE,Adeptus Astartes
C2OPlKUH6y,WMoGFxP5vy,12,5hyGpBvAJL,Cadre Mercenary
C2OPlKUH6y,zC557uty2h,13,HMOIAMPQkF,Hunter Clade
C2OPlKUH6y,2jSHURWCbw,14,LT7h2egMXA,Pathfinders
C2OPlKUH6y,qtR9svbH4j,15,GLnXqLn8WO,Troupe
C2OPlKUH6y,lGoa1w2hV2,16,oIGBgz0rWT,Ork Kommandos
C2OPlKUH6y,MGM5O0X9fo,17,7MZmTkjtvN,Veteran Guardsmen
C2OPlKUH6y,HRrbqDttcL,18,3F19iI0Bt3,Death Guard
CizFSzxGYl,Fyedb9tvit,1,fTE474J3kv,Brood Coven
CizFSzxGYl,4DMD2WJUBU,2,dtN8qEq6BG,Hive Fleet
CizFSzxGYl,tIJPntpw09,3,TQG24C1NEf,Talons of the Emperor
CizFSzxGYl,ISYf8u4qCh,4,iZGEmAny5r,Novitiates
CizFSzxGYl,B2AK93JFVF,5,GLnXqLn8WO,Troupe
CizFSzxGYl,J6KXDDRDYB,6,TQG24C1NEf,Talons of the Emperor
CizFSzxGYl,HKniGzQD7g,7,CRhCbDdZmd,Commorite
CizFSzxGYl,ItLbWbutXO,8,7MZmTkjtvN,Veteran Guardsmen
CizFSzxGYl,NaMA4kQGDr,9,TQG24C1NEf,Talons of the Emperor
CizFSzxGYl,WVC0E9DDR5,10,7MZmTkjtvN,Veteran Guardsmen
CizFSzxGYl,eq83AOog1Y,11,oIGBgz0rWT,Ork Kommandos
CizFSzxGYl,0PdqcaOArq,12,g33HjqCsH4,Warp Coven
CizFSzxGYl,vCSRLLiOs7,13,N2uSbuLvN0,Space Marine
CizFSzxGYl,jUGV6tkpcD,14,5hyGpBvAJL,Cadre Mercenary
CizFSzxGYl,oTFUqYqH5w,15,Q2QerOGPJE,Grey Knights
CizFSzxGYl,FrpnoMBgXH,16,oIGBgz0rWT,Ork Kommandos
CizFSzxGYl,1BGERLYUFB,17,oIGBgz0rWT,Ork Kommandos
CizFSzxGYl,paCMNjkQb2,18,oIGBgz0rWT,Ork Kommandos
Qnqwfwmz18,Qa2KKxjddd,1,GLnXqLn8WO,Troupe
Qnqwfwmz18,eyU2oN3glr,2,oIGBgz0rWT,Ork Kommandos
Qnqwfwmz18,Q3kypPpjjh,3,atAe92X7gE,Adeptus Astartes
Qnqwfwmz18,pFwe4rn81y,4,oIGBgz0rWT,Ork Kommandos
Qnqwfwmz18,Airg47CT5s,5,N2uSbuLvN0,Space Marine
Qnqwfwmz18,NuB5eTIKWP,6,LT7h2egMXA,Pathfinders
Qnqwfwmz18,CJJGEDZATd,7,VNPKVFKkJx,Traitor Space Marine
Qnqwfwmz18,8A0lwcQOyt,8,3F19iI0Bt3,Death Guard
Qnqwfwmz18,xmlj1O82YM,9,VNPKVFKkJx,Traitor Space Marine
Qnqwfwmz18,FYNIkLzeFP,10,3F19iI0Bt3,Death Guard
Qnqwfwmz18,5U29ULG4ML,11,N2uSbuLvN0,Space Marine
Qnqwfwmz18,MGb8VQaGtK,12,7MZmTkjtvN,Veteran Guardsmen
Qnqwfwmz18,NzUT86QBFA,13,TQG24C1NEf,Talons of the Emperor
Qnqwfwmz18,VAEDHKDYL6,14,g33HjqCsH4,Warp Coven
Qnqwfwmz18,ksAzChBEjd,15,LT7h2egMXA,Pathfinders
Qnqwfwmz18,b9AkA8apHw,16,LT7h2egMXA,Pathfinders
Qnqwfwmz18,hV79Vu2pSN,17,N2uSbuLvN0,Space Marine
Qnqwfwmz18,zgoUwdugO6,18,Q2QerOGPJE,Grey Knights
vhMbYlObtu,NxwcZXN0N1,1,Q2QerOGPJE,Grey Knights
vhMbYlObtu,UinbopPrTw,2,nEQNnAfnWE,Adepta Sororitas
vhMbYlObtu,tcuZOyqZjE,3,oIGBgz0rWT,Ork Kommandos
vhMbYlObtu,Z2Oecwm7wW,4,8ji58Izpt4,Genestealer Cults
vhMbYlObtu,8G0PN7E47H,5,7MZmTkjtvN,Veteran Guardsmen
vhMbYlObtu,4CRX5MTYE0,6,N2uSbuLvN0,Space Marine
vhMbYlObtu,VRGKbCFLHY,7,GLnXqLn8WO,Troupe
vhMbYlObtu,S51l4BQ476,8,dtN8qEq6BG,Hive Fleet
7LmowMVnUb,tCOFTQaU0B,1,LT7h2egMXA,Pathfinders
7LmowMVnUb,j9MCAVuZ5T,2,RVTtA8gCrz,Adeptus Custodes
7LmowMVnUb,7FWHZMDYN4,3,oIGBgz0rWT,Ork Kommandos
7LmowMVnUb,NvZX7p6L6F,4,vfhoaJsxe1,Astra Militarum
ndf2rA9mGG,MWWr27vXOF,1,oIGBgz0rWT,Ork Kommandos
ndf2rA9mGG,Sjhb2yH8y1,2,oIGBgz0rWT,Ork Kommandos
ndf2rA9mGG,80JMMADKA9,3,GLnXqLn8WO,Troupe
ndf2rA9mGG,cAoi7DjldO,4,GLnXqLn8WO,Troupe
ndf2rA9mGG,6icKLEBsVk,5,LT7h2egMXA,Pathfinders
ndf2rA9mGG,ISYf8u4qCh,6,iZGEmAny5r,Novitiates
ndf2rA9mGG,9B6VWQK62V,7,TQG24C1NEf,Talons of the Emperor
ndf2rA9mGG,0NREHVu9p7,8,GLnXqLn8WO,Troupe
ndf2rA9mGG,0PdqcaOArq,9,g33HjqCsH4,Warp Coven
ndf2rA9mGG,MpXktUocZq,10,TQG24C1NEf,Talons of the Emperor
ndf2rA9mGG,B2AK93JFVF,11,GLnXqLn8WO,Troupe
ndf2rA9mGG,0iQE00GwZM,12,iZGEmAny5r,Novitiates
ndf2rA9mGG,WMoGFxP5vy,13,5hyGpBvAJL,Cadre Mercenary
ndf2rA9mGG,U3KfedSae5,14,YHDcQGGxCo,Imperial Guard
cTgBup4une,VC8CRJ80HP,1,TQG24C1NEf,Talons of the Emperor
cTgBup4une,CFxFlCd7aw,2,i6brz7vN9F, Chaos Daemons
cTgBup4une,Y0QN5RP9WU,3,g33HjqCsH4,Warp Coven
cTgBup4une,ZMNlBPLmjW,4,Zwe3DsZjl9,Tomb World
cTgBup4une,BM81GRDQ9D,5,dtN8qEq6BG,Hive Fleet
cTgBup4une,EEzAaFDyqs,6,KW8kBVQRzg,Intercession Squad
CK2Ghl7ww1,gJvGnXrjsP,1,YHDcQGGxCo,Imperial Guard
CK2Ghl7ww1,ZZxccHpOVv,2,YHDcQGGxCo,Imperial Guard
CK2Ghl7ww1,yjEmhEY4Ip,3,LT7h2egMXA,Pathfinders
CK2Ghl7ww1,ifdVxJz8J8,4,CRhCbDdZmd,Commorite
CK2Ghl7ww1,XK006F3276,5,Q2QerOGPJE,Grey Knights
CK2Ghl7ww1,zhPCGvywOO,6,7MZmTkjtvN,Veteran Guardsmen
CK2Ghl7ww1,Ug8AqQqWcH,7,5hyGpBvAJL,Cadre Mercenary
CK2Ghl7ww1,0UlBBMiQ5H,8,KW8kBVQRzg,Intercession Squad
CK2Ghl7ww1,VDmwBIjsPe,9,EWadqM6wl8,Heretic Astartes
CK2Ghl7ww1,wYuBK2GxZq,10,VDpRBmwJeg,Craftworld
e1D5ed2HnX,B2AK93JFVF,1,GLnXqLn8WO,Troupe
e1D5ed2HnX,vNk6e2d6uN,2,BVZmx8Bp1S,Tyranids
e1D5ed2HnX,O7nYqwMElL,3,iZGEmAny5r,Novitiates
e1D5ed2HnX,NH6AT1H76W,4,CRhCbDdZmd,Commorite
e1D5ed2HnX,MlEy2EoZsD,5,TQG24C1NEf,Talons of the Emperor
e1D5ed2HnX,J6KXDDRDYB,6,TQG24C1NEf,Talons of the Emperor
e1D5ed2HnX,D17KQLGU6W,7,YHDcQGGxCo,Imperial Guard
e1D5ed2HnX,n4GstAORAI,8,g33HjqCsH4,Warp Coven
e1D5ed2HnX,MzGrkTqlAO,9,iZGEmAny5r,Novitiates
cvD6E5McX7,Fyedb9tvit,1,iZGEmAny5r,Novitiates
cvD6E5McX7,HA45VRzm2Z,2,oIGBgz0rWT,Ork Kommandos
cvD6E5McX7,FdSfCVQYwy,3,iZGEmAny5r,Novitiates
cvD6E5McX7,KdpAF7i0FD,4,7MZmTkjtvN,Veteran Guardsmen
cvD6E5McX7,0PdqcaOArq,5,g33HjqCsH4,Warp Coven
cvD6E5McX7,XMDFVUwEYE,6,g33HjqCsH4,Warp Coven
cvD6E5McX7,akLbnTyi8H,7,LT7h2egMXA,Pathfinders
cvD6E5McX7,tAW1PxwWys,8,BVZmx8Bp1S,Tyranids
G3W9m4pEv3,y7lZnbcdEp,1,7MZmTkjtvN,Veteran Guardsmen
G3W9m4pEv3,vGNyXe4NgX,2,TQG24C1NEf,Talons of the Emperor
G3W9m4pEv3,db7nCiddHu,3,GLnXqLn8WO,Troupe
G3W9m4pEv3,ir0IA0LASU,4,LT7h2egMXA,Pathfinders
G3W9m4pEv3,HYOiSodVu0,5,Zwe3DsZjl9,Tomb World
G3W9m4pEv3,OnSggBTmIf,6,oIGBgz0rWT,Ork Kommandos
G3W9m4pEv3,Qj5IxAIC7F,7,GLnXqLn8WO,Troupe
G3W9m4pEv3,Ah1vbcAOQ8,8,Q2QerOGPJE,Grey Knights
G3W9m4pEv3,xQFV8bfx6N,9,oIGBgz0rWT,Ork Kommandos
G3W9m4pEv3,YDNRTiKBOL,10,g33HjqCsH4,Warp Coven
tu31psx1Hk,FU6dLt3orC,1,7MZmTkjtvN,Veteran Guardsmen
tu31psx1Hk,4QMlnuptfr,2,g33HjqCsH4,Warp Coven
tu31psx1Hk,YAARLN43UF,3,LT7h2egMXA,Pathfinders
tu31psx1Hk,GV17PKHRQD,4,YHDcQGGxCo,Imperial Guard
tu31psx1Hk,z1oJR30BLv,5,oIGBgz0rWT,Ork Kommandos
tu31psx1Hk,9DWrSXHn4z,6,oIGBgz0rWT,Ork Kommandos
IIXe2o26Af,yjEmhEY4Ip,1,LT7h2egMXA,Pathfinders
IIXe2o26Af,SPe3qbecMA,2,iZGEmAny5r,Novitiates
IIXe2o26Af,SEXEnExFEC,3,GEoM3iLOFN,Harlequins
IIXe2o26Af,lFXa2J9Rtw,4,LT7h2egMXA,Pathfinders
IIXe2o26Af,NKUPX1GC1N,5,GLnXqLn8WO,Troupe
IIXe2o26Af,ElQqRafcYj,6,VNPKVFKkJx,Traitor Space Marine
IIXe2o26Af,YMF67TET4A,7,TQG24C1NEf,Talons of the Emperor
IIXe2o26Af,10K28K7AEJ,8,oIGBgz0rWT,Ork Kommandos
IIXe2o26Af,0GHY8JNWVX,9,HMOIAMPQkF,Hunter Clade
IIXe2o26Af,31WeSQ7x9g,10,oIGBgz0rWT,Ork Kommandos
ClwZWMqT3o,HKniGzQD7g,1,g33HjqCsH4,Warp Coven
ClwZWMqT3o,4DMD2WJUBU,2,dtN8qEq6BG,Hive Fleet
ClwZWMqT3o,Sjhb2yH8y1,3,oIGBgz0rWT,Ork Kommandos
ClwZWMqT3o,ItLbWbutXO,4,7MZmTkjtvN,Veteran Guardsmen
ClwZWMqT3o,ithm2ypTJk,5,GEoM3iLOFN,Harlequins
ClwZWMqT3o,ENtBNZUCQf,6,HTyPzmoxpg,Wyrmblade
ClwZWMqT3o,3pk5mdBMfj,7,dtN8qEq6BG,Hive Fleet
ClwZWMqT3o,FM6TUTDQT7,8,g33HjqCsH4,Warp Coven
ClwZWMqT3o,Lpw9MyY5zH,9,Zwe3DsZjl9,Tomb World
ClwZWMqT3o,UdnBQawSaG,10,3F19iI0Bt3,Death Guard
ClwZWMqT3o,9IvTK0UhfU,11,GEoM3iLOFN,Harlequins
ClwZWMqT3o,FrpnoMBgXH,12,L89u8ltWQG,Drukhari
rLJhI3ooj3,Q0lp55DYgA,1,Q2QerOGPJE,Grey Knights
rLJhI3ooj3,VgikwvtQye,2,Zwe3DsZjl9,Tomb World
rLJhI3ooj3,1HCYdVwlwY,3,Q2QerOGPJE,Grey Knights
rLJhI3ooj3,18Y2FGTU97,4,g33HjqCsH4,Warp Coven
rLJhI3ooj3,Sxty7Cjarh,5,HQwaKYxl4M,Ecclesiarchy
rLJhI3ooj3,qruoAZU2Ys,6,CRhCbDdZmd,Commorite
f05lIrEWU7,CzHwguPpng,1,GLnXqLn8WO,Troupe
f05lIrEWU7,KdpAF7i0FD,2,7MZmTkjtvN,Veteran Guardsmen
f05lIrEWU7,Fyedb9tvit,3,7MZmTkjtvN,Veteran Guardsmen
f05lIrEWU7,4QMlnuptfr,4,g33HjqCsH4,Warp Coven
f05lIrEWU7,otP5bJReLk,5,LT7h2egMXA,Pathfinders
f05lIrEWU7,0PdqcaOArq,6,g33HjqCsH4,Warp Coven
f05lIrEWU7,Qj5IxAIC7F,7,GLnXqLn8WO,Troupe
f05lIrEWU7,NH6AT1H76W,8,CRhCbDdZmd,Commorite
f05lIrEWU7,FU6dLt3orC,9,7MZmTkjtvN,Veteran Guardsmen
f05lIrEWU7,n4GstAORAI,10,g33HjqCsH4,Warp Coven
f05lIrEWU7,S5Ew21vN8Y,11,CRhCbDdZmd,Commorite
f05lIrEWU7,U76cUnyDFz,12,g33HjqCsH4,Warp Coven
f05lIrEWU7,B2AK93JFVF,13,GLnXqLn8WO,Troupe
f05lIrEWU7,db7nCiddHu,14,GLnXqLn8WO,Troupe
f05lIrEWU7,ISPfB1pWC1,15,oIGBgz0rWT,Ork Kommandos
f05lIrEWU7,y7lZnbcdEp,16,7MZmTkjtvN,Veteran Guardsmen
f05lIrEWU7,vGNyXe4NgX,17,TQG24C1NEf,Talons of the Emperor
f05lIrEWU7,akLbnTyi8H,18,TQG24C1NEf,Talons of the Emperor
f05lIrEWU7,O7nYqwMElL,19,iZGEmAny5r,Novitiates
f05lIrEWU7,z1oJR30BLv,20,oIGBgz0rWT,Ork Kommandos
f05lIrEWU7,FdSfCVQYwy,21,iZGEmAny5r,Novitiates
f05lIrEWU7,EGZNzmAjki,22,N2uSbuLvN0,Space Marine
f05lIrEWU7,K5F1NYKPAT,23,CRhCbDdZmd,Commorite
f05lIrEWU7,S6UQ3DptGt,24,LT7h2egMXA,Pathfinders
f05lIrEWU7,ir0IA0LASU,25,LT7h2egMXA,Pathfinders
f05lIrEWU7,MAMEGXBUR4,26,YHDcQGGxCo,Imperial Guard
f05lIrEWU7,J6KXDDRDYB,27,TQG24C1NEf,Talons of the Emperor
f05lIrEWU7,MlEy2EoZsD,28,RVTtA8gCrz,Adeptus Custodes
f05lIrEWU7,HA45VRzm2Z,29,oIGBgz0rWT,Ork Kommandos
f05lIrEWU7,vNk6e2d6uN,30,BVZmx8Bp1S,Tyranids
f05lIrEWU7,v7ZC7xlerx,31,LT7h2egMXA,Pathfinders
f05lIrEWU7,HYOiSodVu0,32,Zwe3DsZjl9,Tomb World
f05lIrEWU7,GV17PKHRQD,33,YHDcQGGxCo,Imperial Guard
f05lIrEWU7,NZGP6oTWRE,34,dtN8qEq6BG,Hive Fleet
f05lIrEWU7,YAARLN43UF,35,LT7h2egMXA,Pathfinders
f05lIrEWU7,Ah1vbcAOQ8,36,5hyGpBvAJL,Cadre Mercenary
f05lIrEWU7,om6D8pIeIM,37,7MZmTkjtvN,Veteran Guardsmen
awDEwmQUmm,O7nYqwMElL,1,iZGEmAny5r,Novitiates
awDEwmQUmm,9CR3yKHCLB,2,HMOIAMPQkF,Hunter Clade
awDEwmQUmm,Ah1vbcAOQ8,3,Q2QerOGPJE,Grey Knights
awDEwmQUmm,y7lZnbcdEp,4,7MZmTkjtvN,Veteran Guardsmen
awDEwmQUmm,vNk6e2d6uN,5,3F19iI0Bt3,Death Guard
awDEwmQUmm,D17KQLGU6W,6,YHDcQGGxCo,Imperial Guard
awDEwmQUmm,GV17PKHRQD,7,YHDcQGGxCo,Imperial Guard
awDEwmQUmm,Ps6mDl1gni,8,Zwe3DsZjl9,Tomb World
awDEwmQUmm,H75JxdZRjW,9,Zwe3DsZjl9,Tomb World
awDEwmQUmm,XMDFVUwEYE,10,g33HjqCsH4,Warp Coven
awDEwmQUmm,tAW1PxwWys,11,BVZmx8Bp1S,Tyranids
awDEwmQUmm,EGHJT85JEE,12,Zwe3DsZjl9,Tomb World
awDEwmQUmm,D3fvGSOere,13,oIGBgz0rWT,Ork Kommandos
awDEwmQUmm,MzGrkTqlAO,14,iZGEmAny5r,Novitiates
awDEwmQUmm,LscEG95OoT,15,7MZmTkjtvN,Veteran Guardsmen
rMsPjxW8lL,ptSoJ41mRH,1,nEQNnAfnWE,Adepta Sororitas
vkKM2nbLwB,wFLqwpyhLG,1,oIGBgz0rWT,Ork Kommandos
vkKM2nbLwB,s9tGMYqyTM,2,atAe92X7gE,Adeptus Astartes
vkKM2nbLwB,S95EhFDewB,3,g33HjqCsH4,Warp Coven
vkKM2nbLwB,0kDIjFblMj,4,5hyGpBvAJL,Cadre Mercenary
vkKM2nbLwB,uGt2lhG5qI,5,L89u8ltWQG,Drukhari
vkKM2nbLwB,NxwcZXN0N1,6,HTyPzmoxpg,Wyrmblade
vkKM2nbLwB,rRxjpSnB54,7,LT7h2egMXA,Pathfinders
vkKM2nbLwB,NQDZOj6SWX,8,EWadqM6wl8,Heretic Astartes
vkKM2nbLwB,Z2dYFTwimR,9,oIGBgz0rWT,Ork Kommandos
vkKM2nbLwB,sxR4k7Fy2B,10,oIGBgz0rWT,Ork Kommandos
