event_id,round,player1_user_id,player1_army,player1_game_primary_points,player1_game_number,player1_game_points,player1_game_result,player1_game_result_cat,player1_game_margin_of_victory,player2_user_id,player2_army,player2_game_primary_points,player2_game_number,player2_game_points,player2_game_result,player2_game_result_cat,player2_game_margin_of_victory
iDjSWyYHic,1,MpXktUocZq,Phobos Strike Team,2.0,1.0,6.0,2.0,win,1.0,4DMD2WJUBU,Phobos Strike Team,1.0,1.0,5.0,0.0,loss,-1.0
iDjSWyYHic,1,80JMMADKA9,Novitiates,2.0,1.0,4.0,1.0,tie,0.0,ItLbWbutXO,Pathfinders,0.0,1.0,4.0,1.0,tie,0.0
iDjSWyYHic,1,ItNPjhouDD,Novitiates,4.0,1.0,16.0,2.0,win,7.0,LHH5DPR236,Hive Fleet,4.0,1.0,9.0,0.0,loss,-7.0
iDjSWyYHic,1,J6KXDDRDYB,Wyrmblade,5.0,1.0,16.0,2.0,win,8.0,7ddaLIdnBd,Legionary,2.0,1.0,8.0,0.0,loss,-8.0
iDjSWyYHic,1,sqZiqv9wDW,Hunter Clade,4.0,1.0,11.0,2.0,win,7.0,Geo3qm0YQB,Pathfinders,0.0,1.0,4.0,0.0,loss,-7.0
iDjSWyYHic,1,NaMA4kQGDr,Pathfinders,1.0,1.0,4.0,0.0,loss,-14.0,77XQLWBHQQ,Legionary,6.0,1.0,18.0,2.0,win,14.0
iDjSWyYHic,2,nabDa5yXw7,Phobos Strike Team,6.0,2.0,15.0,2.0,win,1.0,OcluNW0oCT,Void-Dancer Troupe,5.0,2.0,14.0,0.0,loss,-1.0
iDjSWyYHic,2,ItLbWbutXO,Pathfinders,6.0,2.0,18.0,2.0,win,14.0,LHH5DPR236,Hive Fleet,3.0,2.0,4.0,0.0,loss,-14.0
iDjSWyYHic,2,ZqJz7pKCiB,Phobos Strike Team,5.0,2.0,10.0,0.0,loss,-3.0,UdnBQawSaG,Chaos Daemons,2.0,2.0,13.0,2.0,win,3.0
iDjSWyYHic,2,Izh4VkShav,Novitiates,6.0,2.0,15.0,2.0,win,10.0,4DMD2WJUBU,Phobos Strike Team,1.0,2.0,5.0,0.0,loss,-10.0
iDjSWyYHic,2,jWNF8RD51g,Pathfinders,6.0,2.0,18.0,2.0,win,16.0,2EHPB49WNA,Pathfinders,0.0,2.0,2.0,0.0,loss,-16.0
